iter,block,attn_grad_angle_cos,grad_dim,ckpt_A,ckpt_B
4500,0,0.011480610817670822,589824,4500_ckpt.pt,4500_ckpt.pt
4500,1,-0.005676664877682924,589824,4500_ckpt.pt,4500_ckpt.pt
4500,2,-0.0004208019527141005,589824,4500_ckpt.pt,4500_ckpt.pt
4500,3,-0.0005323139484971762,589824,4500_ckpt.pt,4500_ckpt.pt
4500,4,0.01127638854086399,589824,4500_ckpt.pt,4500_ckpt.pt
4500,5,-0.009210631251335144,589824,4500_ckpt.pt,4500_ckpt.pt
4750,0,0.012867165729403496,589824,4750_ckpt.pt,4750_ckpt.pt
4750,1,-0.008348270319402218,589824,4750_ckpt.pt,4750_ckpt.pt
4750,2,-0.00033917801920324564,589824,4750_ckpt.pt,4750_ckpt.pt
4750,3,-0.0007869151886552572,589824,4750_ckpt.pt,4750_ckpt.pt
4750,4,0.01805303804576397,589824,4750_ckpt.pt,4750_ckpt.pt
4750,5,-0.011247641406953335,589824,4750_ckpt.pt,4750_ckpt.pt
5000,0,0.0067189838737249374,589824,5000_ckpt.pt,5000_ckpt.pt
5000,1,-0.009830329567193985,589824,5000_ckpt.pt,5000_ckpt.pt
5000,2,0.0003716870560310781,589824,5000_ckpt.pt,5000_ckpt.pt
5000,3,0.0007612249464727938,589824,5000_ckpt.pt,5000_ckpt.pt
5000,4,0.018214227631688118,589824,5000_ckpt.pt,5000_ckpt.pt
5000,5,-0.016670361161231995,589824,5000_ckpt.pt,5000_ckpt.pt
