iter,block,attn_grad_angle_cos,grad_dim,ckpt_A,ckpt_B
3250,0,0.02303975075483322,589824,3250_ckpt.pt,3250_ckpt.pt
3250,1,0.005247286520898342,589824,3250_ckpt.pt,3250_ckpt.pt
3250,2,0.0009206869872286916,589824,3250_ckpt.pt,3250_ckpt.pt
3250,3,0.009145569056272507,589824,3250_ckpt.pt,3250_ckpt.pt
3250,4,0.005219986662268639,589824,3250_ckpt.pt,3250_ckpt.pt
3250,5,0.01066763699054718,589824,3250_ckpt.pt,3250_ckpt.pt
3500,0,0.025035850703716278,589824,3500_ckpt.pt,3500_ckpt.pt
3500,1,0.007683569099754095,589824,3500_ckpt.pt,3500_ckpt.pt
3500,2,0.0016258510295301676,589824,3500_ckpt.pt,3500_ckpt.pt
3500,3,0.010836124420166016,589824,3500_ckpt.pt,3500_ckpt.pt
3500,4,0.007423123810440302,589824,3500_ckpt.pt,3500_ckpt.pt
3500,5,0.007827495224773884,589824,3500_ckpt.pt,3500_ckpt.pt
3750,0,0.029002385213971138,589824,3750_ckpt.pt,3750_ckpt.pt
3750,1,0.004980749916285276,589824,3750_ckpt.pt,3750_ckpt.pt
3750,2,-0.0007531450246460736,589824,3750_ckpt.pt,3750_ckpt.pt
3750,3,0.007217989303171635,589824,3750_ckpt.pt,3750_ckpt.pt
3750,4,0.007359620183706284,589824,3750_ckpt.pt,3750_ckpt.pt
3750,5,0.004624541383236647,589824,3750_ckpt.pt,3750_ckpt.pt
4000,0,0.029629968106746674,589824,4000_ckpt.pt,4000_ckpt.pt
4000,1,0.00427746819332242,589824,4000_ckpt.pt,4000_ckpt.pt
4000,2,-0.00018015486421063542,589824,4000_ckpt.pt,4000_ckpt.pt
4000,3,0.009756299667060375,589824,4000_ckpt.pt,4000_ckpt.pt
4000,4,0.009345123544335365,589824,4000_ckpt.pt,4000_ckpt.pt
4000,5,0.006779367569833994,589824,4000_ckpt.pt,4000_ckpt.pt
4250,0,0.023458823561668396,589824,4250_ckpt.pt,4250_ckpt.pt
4250,1,0.004678454250097275,589824,4250_ckpt.pt,4250_ckpt.pt
4250,2,-2.8502674467745237e-05,589824,4250_ckpt.pt,4250_ckpt.pt
4250,3,0.00898266863077879,589824,4250_ckpt.pt,4250_ckpt.pt
4250,4,0.008218963630497456,589824,4250_ckpt.pt,4250_ckpt.pt
4250,5,0.003937189467251301,589824,4250_ckpt.pt,4250_ckpt.pt
4500,0,0.022494228556752205,589824,4500_ckpt.pt,4500_ckpt.pt
4500,1,0.002863580361008644,589824,4500_ckpt.pt,4500_ckpt.pt
4500,2,-0.002827369375154376,589824,4500_ckpt.pt,4500_ckpt.pt
4500,3,0.007354790344834328,589824,4500_ckpt.pt,4500_ckpt.pt
4500,4,0.007907180115580559,589824,4500_ckpt.pt,4500_ckpt.pt
4500,5,0.007935959845781326,589824,4500_ckpt.pt,4500_ckpt.pt
4750,0,0.012200421653687954,589824,4750_ckpt.pt,4750_ckpt.pt
4750,1,0.0043516759760677814,589824,4750_ckpt.pt,4750_ckpt.pt
4750,2,-0.0023155880626291037,589824,4750_ckpt.pt,4750_ckpt.pt
4750,3,0.006574098486453295,589824,4750_ckpt.pt,4750_ckpt.pt
4750,4,0.009346390143036842,589824,4750_ckpt.pt,4750_ckpt.pt
4750,5,0.0077741737477481365,589824,4750_ckpt.pt,4750_ckpt.pt
5000,0,0.014795120805501938,589824,5000_ckpt.pt,5000_ckpt.pt
5000,1,0.0032119611278176308,589824,5000_ckpt.pt,5000_ckpt.pt
5000,2,-0.002668286906555295,589824,5000_ckpt.pt,5000_ckpt.pt
5000,3,0.006971292197704315,589824,5000_ckpt.pt,5000_ckpt.pt
5000,4,0.00794950220733881,589824,5000_ckpt.pt,5000_ckpt.pt
5000,5,0.008170227520167828,589824,5000_ckpt.pt,5000_ckpt.pt
